Tweet,Sentiment
b' RT @axeofender: // c!sam neg  c!sam kidnapped a child and killed one of his fathers and yet all he cares about is his purpose in the world\',0
b' RT @tubbonline: you. /neg @ransleepy',0
b' you. /neg @ransleepy',0
b' // c!sam neg Mayhaps i am very angry at him mayhaps im a Bit spiteful',0
"b' // c!phil neg  ""c!phil doesnt know fully what happened"" ok ? hhe wouldd iiff hhe liistttened tto anyone who iisntt\ https://t.co/ieiveetz7C'",1
b' // c!sam neg  c!sam defenders dni slash light hearted slash jokingi guess',0
"b' @MolloyLaurence @Kit_Yates_Maths @scalesjason @IOMGovernment Number of reasons could be for false neg, most likely\ https://t.co/fY7sO4eage'",1
b' RT @endiboo_: // c!sam neg // c!ranboo hurt  ohhh nooo you cant use ur prison anymore YOU RIPPED A FAMILY APART . C!RANBOO WAS F I N A L L\',0
b' RT @endiboo_: // c!sam neg // c!ranboo death  yeah c!sam im sorry but i cannot feel bad for you when u kidnapped a child and killed his fat\',0
b' // c!sam neg // c!ranboo hurt  ohhh nooo you cant use ur prison anymore YOU RIPPED A FAMILY APART . C!RANBOO WAS F\ https://t.co/nViDGw8S9U',0
b' // c!sam neg  c!sam kidnapped a child and killed one of his fathers and yet all he cares about is his purpose in th\ https://t.co/0zQLmtEca5',0
"b""c!dream neg /  c!dream leaves neg triggers in Tommy's curiouscat""",0
b' @heycosmonaut what . /neg',0
b' // c!sam neg // c!ranboo death  yeah c!sam im sorry but i cannot feel bad for you when u kidnapped a child and kill\ https://t.co/GY7XV7rLGM',0
b' Test results in: Wife(vax): Pos (bad cold) Me(vax): Pos (mild cold) 18(vax): Neg 16(vax):Pos (no symp) 14(vax): neg\ https://t.co/AtRF3BAwX7',1
"b""@NoContextDusk @Juckport (c!phil neg kinda)  doesn't change the fact mans murdered his own son.""",0
"b' RT @RANB00B: // c!sam neg  fucking moron why would he do that ""he\'s my hostage"" AS IF C!DREAM GIVES A FUCK! god dammit what an idiot'",0
b' C!SAM NEG // /dsmp /rp  when is he gone and lost his canon lives',0
b' are ppl actually doing c!sam neg shit nah bro fuck off yall weird',1
"b' c!sam neg //  LIKE,,, AT TH START OF WHEN HE WAS ACTIVE ON THE SMP HE HAD ROOMS IN HIS BASE FOR SAPNAP AND GEORGE A\ https://t.co/kUdmszCENa'",1
"b' Toddler has a fever (rapid test neg, PCR test pending) and is tired of all known shows. I introduced Paw Patrol, wi\ https://t.co/E5pyVXF6RE'",1
"b""@SkidaGG Good day manager I'm applying for Scholarship  Name: Thyson sevilla Address: Toboso neg occ Age:22 Birthda\ https://t.co/LsWfuKeIDM""",1
b' i dont even want to count my cals from today //neg',1
"b""@nigechadame Good day manager I'm applying for Scholarship  Name: Thyson sevilla Address: Toboso neg occ Age:22 Bir\ https://t.co/e28KMgIiAM""",1
b' RT @wassupimE_twt: c!sam /neg  I DONT CARE HES A /NEG FOR ME NOW',0
b' c!sam neg c!ranboo death  i feel no remorse for csam at all like this mf took cranboos life and took the like only\ https://t.co/Q5VEzwRxjj',0
b' i just saw csam neg on the tl that wasnt csam i can fix you neg or csam you are so pathetic i love you neg it\ https://t.co/RgmR6FtEWQ',1
b' c!sam /neg  I DONT CARE HES A /NEG FOR ME NOW',0
b' // c!ranboo death c!sam neg ? So from what im seeing on my tl sam is being. Yeah abt him kinda killing me',0
"b' // c!sam neg idk whats going on on sams stream but from reading the tl, does this also mean c!sam is a bad father figure?'",0
b' // c!sam neg  aND  FUCK  C!SAM',0
